Date,sector ,Net FPI Change
15-Feb-21,Forest Materials,108
28-Feb-21,Forest Materials,80
15-Mar-21,Forest Materials,-72
31-Mar-21,Forest Materials,-102
15-Apr-21,Forest Materials,-57
30-Apr-21,Forest Materials,106
15-May-21,Forest Materials,30
31-May-21,Forest Materials,141
15-Jun-21,Forest Materials,116
30-Jun-21,Forest Materials,94
15-Jul-21,Forest Materials,124
31-Jul-21,Forest Materials,163
15-Aug-21,Forest Materials,-54
31-Aug-21,Forest Materials,-133
15-Sep-21,Forest Materials,97
30-Sep-21,Forest Materials,138
15-Oct-21,Forest Materials,162
31-Oct-21,Forest Materials,-288
15-Nov-21,Forest Materials,297
30-Nov-21,Forest Materials,-236
15-Dec-21,Forest Materials,152
31-Dec-21,Forest Materials,-4
31-Jan-22,Forest Materials,30
15-Feb-22,Forest Materials,-42
28-Feb-22,Forest Materials,-2
15-Mar-22,Forest Materials,254
31-Mar-22,Forest Materials,389
15-Apr-22,Forest Materials,29
30-Apr-22,Forest Materials,-1636
15-May-22,Forest Materials,-169
31-May-22,Forest Materials,131
15-Jun-22,Forest Materials,-10
30-Jun-22,Forest Materials,14
15-Jul-22,Forest Materials,19
31-Jul-22,Forest Materials,116
15-Aug-22,Forest Materials,204
31-Aug-22,Forest Materials,132
15-Sep-22,Forest Materials,92
30-Sep-22,Forest Materials,-119
15-Oct-22,Forest Materials,58
31-Oct-22,Forest Materials,183
15-Nov-22,Forest Materials,-55
30-Nov-22,Forest Materials,78
15-Dec-22,Forest Materials,-40
31-Dec-22,Forest Materials,-9
15-Jan-23,Forest Materials,43
31-Jan-23,Forest Materials,18
15-Feb-23,Forest Materials,-107
28-Feb-23,Forest Materials,-37
15-Mar-23,Forest Materials,16
31-Mar-23,Forest Materials,110
15-Apr-23,Forest Materials,102
30-Apr-23,Forest Materials,29
15-May-23,Forest Materials,152
31-May-23,Forest Materials,-136
15-Jun-23,Forest Materials,-49
30-Jun-23,Forest Materials,47
15-Jul-23,Forest Materials,-71
31-Jul-23,Forest Materials,111
15-Aug-23,Forest Materials,-39
31-Aug-23,Forest Materials,204
15-Sep-23,Forest Materials,285
30-Sep-23,Forest Materials,75
15-Oct-23,Forest Materials,117
31-Oct-23,Forest Materials,-159
15-Nov-23,Forest Materials,62
30-Nov-23,Forest Materials,-76
15-Dec-23,Forest Materials,15
31-Dec-23,Forest Materials,73
15-Jan-24,Forest Materials,315
31-Jan-24,Forest Materials,63
15-Feb-24,Forest Materials,-211
29-Feb-24,Forest Materials,-77
15-Mar-24,Forest Materials,-92
31-Mar-24,Forest Materials,67
15-Apr-24,Forest Materials,172
30-Apr-24,Forest Materials,343
15-May-24,Forest Materials,-83
31-May-24,Forest Materials,73
15-Jun-24,Forest Materials,629
30-Jun-24,Forest Materials,305
15-Jul-24,Forest Materials,-92
31-Jul-24,Forest Materials,181
15-Aug-24,Forest Materials,-409
31-Aug-24,Forest Materials,239
15-Sep-24,Forest Materials,600
30-Sep-24,Forest Materials,-92
15-Oct-24,Forest Materials,115
31-Oct-24,Forest Materials,-333
15-Nov-24,Forest Materials,-270
30-Nov-24,Forest Materials,272
15-Dec-24,Forest Materials,124
31-Dec-24,Forest Materials,-325
15-Jan-25,Forest Materials,-702
31-Jan-25,Forest Materials,73
15-Feb-25,Forest Materials,-227
28-Feb-25,Forest Materials,-342
15-Jan-20,General Industrials,
31-Jan-20,General Industrials,139
15-Feb-20,General Industrials,-14
29-Feb-20,General Industrials,-1273
15-Mar-20,General Industrials,-2009
31-Mar-20,General Industrials,-3128
15-Apr-20,General Industrials,366
30-Apr-20,General Industrials,1255
15-May-20,General Industrials,-1035
31-May-20,General Industrials,828
15-Jun-20,General Industrials,721
30-Jun-20,General Industrials,467
15-Jul-20,General Industrials,521
31-Jul-20,General Industrials,771
15-Aug-20,General Industrials,1869
31-Aug-20,General Industrials,794
15-Sep-20,General Industrials,357
30-Sep-20,General Industrials,274
15-Oct-20,General Industrials,-335
31-Oct-20,General Industrials,384
15-Nov-20,General Industrials,1523
30-Nov-20,General Industrials,1749
15-Dec-20,General Industrials,252
31-Dec-20,General Industrials,2285
15-Jan-21,General Industrials,1501
31-Jan-21,General Industrials,-229
15-Feb-21,General Industrials,2804
28-Feb-21,General Industrials,826
15-Mar-21,General Industrials,1948
31-Mar-21,General Industrials,-2268
15-Apr-21,General Industrials,64
30-Apr-21,General Industrials,1721
15-May-21,General Industrials,1041
31-May-21,General Industrials,2312
15-Jun-21,General Industrials,2456
30-Jun-21,General Industrials,1433
15-Jul-21,General Industrials,1031
31-Jul-21,General Industrials,614
15-Aug-21,General Industrials,-578
31-Aug-21,General Industrials,519
15-Sep-21,General Industrials,2910
30-Sep-21,General Industrials,-1012
15-Oct-21,General Industrials,2419
31-Oct-21,General Industrials,-2108
15-Nov-21,General Industrials,1449
30-Nov-21,General Industrials,-2517
15-Dec-21,General Industrials,2483
31-Dec-21,General Industrials,-839
31-Jan-22,General Industrials,-1605
15-Feb-22,General Industrials,-2213
28-Feb-22,General Industrials,-1431
15-Mar-22,General Industrials,-757
31-Mar-22,General Industrials,1661
15-Apr-22,General Industrials,2103
15-Jan-20,Grand Total,
31-Jan-20,Grand Total,-59087
15-Feb-20,Grand Total,49228
29-Feb-20,Grand Total,-240426
15-Mar-20,Grand Total,-360145
31-Mar-20,Grand Total,-409220
15-Apr-20,Grand Total,87257
30-Apr-20,Grand Total,218185
15-May-20,Grand Total,-136254
31-May-20,Grand Total,81746
15-Jun-20,Grand Total,116628
30-Jun-20,Grand Total,113827
15-Jul-20,Grand Total,65498
31-Jul-20,Grand Total,124240
15-Aug-20,Grand Total,67290
31-Aug-20,Grand Total,79305
15-Sep-20,Grand Total,74743
30-Sep-20,Grand Total,-72542
15-Oct-20,Grand Total,89590
31-Oct-20,Grand Total,19564
15-Nov-20,Grand Total,299311
30-Nov-20,Grand Total,111509
15-Dec-20,Grand Total,189830
31-Dec-20,Grand Total,131732
15-Jan-21,Grand Total,145601
31-Jan-21,Grand Total,-208906
15-Feb-21,Grand Total,462909
28-Feb-21,Grand Total,-169019
15-Mar-21,Grand Total,111462
31-Mar-21,Grand Total,-61279
15-Apr-21,Grand Total,-23644
30-Apr-21,Grand Total,16127
15-May-21,Grand Total,12816
31-May-21,Grand Total,256236
15-Jun-21,Grand Total,145968
30-Jun-21,Grand Total,-69336
15-Jul-21,Grand Total,78647
31-Jul-21,Grand Total,-47190
15-Aug-21,Grand Total,166404
31-Aug-21,Grand Total,194095
15-Sep-21,Grand Total,159566
30-Sep-21,Grand Total,902
15-Oct-21,Grand Total,201329
31-Oct-21,Grand Total,-215022
15-Nov-21,Grand Total,170185
30-Nov-21,Grand Total,-308974
15-Dec-21,Grand Total,63844
31-Dec-21,Grand Total,-5216
31-Jan-22,Grand Total,-65554
15-Feb-22,Grand Total,-62115
28-Feb-22,Grand Total,-174004
15-Mar-22,Grand Total,-100583
31-Mar-22,Grand Total,236240
15-Apr-22,Grand Total,98626
30-Apr-22,Grand Total,-122686
15-May-22,Grand Total,-434982
31-May-22,Grand Total,180519
15-Jun-22,Grand Total,-261382
30-Jun-22,Grand Total,-18580
15-Jul-22,Grand Total,114620
31-Jul-22,Grand Total,275809
15-Aug-22,Grand Total,179444
31-Aug-22,Grand Total,92193
15-Sep-22,Grand Total,57660
30-Sep-22,Grand Total,-239459
15-Oct-22,Grand Total,-28355
31-Oct-22,Grand Total,213719
15-Nov-22,Grand Total,112300
30-Nov-22,Grand Total,76520
15-Dec-22,Grand Total,-55937
31-Dec-22,Grand Total,-96096
15-Jan-23,Grand Total,-49631
31-Jan-23,Grand Total,-181927
15-Feb-23,Grand Total,-9411
28-Feb-23,Grand Total,-172419
15-Mar-23,Grand Total,-41392
31-Mar-23,Grand Total,78861
15-Apr-23,Grand Total,132049
30-Apr-23,Grand Total,80194
15-May-23,Grand Total,127947
31-May-23,Grand Total,80910
15-Jun-23,Grand Total,94828
30-Jun-23,Grand Total,164123
15-Jul-23,Grand Total,64142
31-Jul-23,Grand Total,121567
15-Aug-23,Grand Total,-72138
31-Aug-23,Grand Total,76199
15-Sep-23,Grand Total,205535
30-Sep-23,Grand Total,-125230
15-Oct-23,Grand Total,24832
31-Oct-23,Grand Total,-196218
15-Nov-23,Grand Total,214128
30-Nov-23,Grand Total,171932
15-Dec-23,Grand Total,395914
31-Dec-23,Grand Total,112913
15-Jan-24,Grand Total,151500
31-Jan-24,Grand Total,-84203
15-Feb-24,Grand Total,84533
29-Feb-24,Grand Total,43713
15-Mar-24,Grand Total,-55029
31-Mar-24,Grand Total,143054
15-Apr-24,Grand Total,61241
30-Apr-24,Grand Total,150716
15-May-24,Grand Total,-98341
31-May-24,Grand Total,111269
15-Jun-24,Grand Total,356929
30-Jun-24,Grand Total,146917
15-Jul-24,Grand Total,205911
31-Jul-24,Grand Total,108914
15-Aug-24,Grand Total,-263353
31-Aug-24,Grand Total,357650
15-Sep-24,Grand Total,94299
30-Sep-24,Grand Total,148398
15-Oct-24,Grand Total,-230976
31-Oct-24,Grand Total,-457057
15-Nov-24,Grand Total,-155194
30-Nov-24,Grand Total,234946
15-Dec-24,Grand Total,235163
31-Dec-24,Grand Total,-303714
15-Jan-25,Grand Total,-319789
31-Jan-25,Grand Total,-23316
15-Feb-25,Grand Total,-298489
28-Feb-25,Grand Total,-239378
15-Jan-20,Hardware Technology & Equipment,
31-Jan-20,Hardware Technology & Equipment,10
15-Feb-20,Hardware Technology & Equipment,4
29-Feb-20,Hardware Technology & Equipment,-3
15-Mar-20,Hardware Technology & Equipment,-15
31-Mar-20,Hardware Technology & Equipment,-12
15-Apr-20,Hardware Technology & Equipment,8
30-Apr-20,Hardware Technology & Equipment,3
15-May-20,Hardware Technology & Equipment,-2
31-May-20,Hardware Technology & Equipment,9
15-Jun-20,Hardware Technology & Equipment,-2
30-Jun-20,Hardware Technology & Equipment,0
15-Jul-20,Hardware Technology & Equipment,-1
31-Jul-20,Hardware Technology & Equipment,-1
15-Aug-20,Hardware Technology & Equipment,1
31-Aug-20,Hardware Technology & Equipment,1
15-Sep-20,Hardware Technology & Equipment,0
30-Sep-20,Hardware Technology & Equipment,0
15-Oct-20,Hardware Technology & Equipment,-3
31-Oct-20,Hardware Technology & Equipment,1
15-Nov-20,Hardware Technology & Equipment,0
30-Nov-20,Hardware Technology & Equipment,-3
15-Dec-20,Hardware Technology & Equipment,4
31-Dec-20,Hardware Technology & Equipment,-1
15-Jan-21,Hardware Technology & Equipment,-3
31-Jan-21,Hardware Technology & Equipment,5
15-Feb-21,Hardware Technology & Equipment,8
28-Feb-21,Hardware Technology & Equipment,-1
15-Mar-21,Hardware Technology & Equipment,-1
31-Mar-21,Hardware Technology & Equipment,-8
15-Apr-21,Hardware Technology & Equipment,-4
30-Apr-21,Hardware Technology & Equipment,0
15-May-21,Hardware Technology & Equipment,3
31-May-21,Hardware Technology & Equipment,-4
15-Jun-21,Hardware Technology & Equipment,-11
30-Jun-21,Hardware Technology & Equipment,7
15-Jul-21,Hardware Technology & Equipment,2
31-Jul-21,Hardware Technology & Equipment,-1
15-Aug-21,Hardware Technology & Equipment,10
31-Aug-21,Hardware Technology & Equipment,6
15-Sep-21,Hardware Technology & Equipment,6
30-Sep-21,Hardware Technology & Equipment,14
15-Oct-21,Hardware Technology & Equipment,15
31-Oct-21,Hardware Technology & Equipment,-10
15-Nov-21,Hardware Technology & Equipment,6
30-Nov-21,Hardware Technology & Equipment,-6
15-Dec-21,Hardware Technology & Equipment,2
31-Dec-21,Hardware Technology & Equipment,7
31-Jan-22,Hardware Technology & Equipment,11
15-Feb-22,Hardware Technology & Equipment,-9
28-Feb-22,Hardware Technology & Equipment,-9
15-Mar-22,Hardware Technology & Equipment,0
31-Mar-22,Hardware Technology & Equipment,9
15-Apr-22,Hardware Technology & Equipment,3
30-Apr-22,Healthcare,
15-May-22,Healthcare,-21830
31-May-22,Healthcare,1935
15-Jun-22,Healthcare,-8142
30-Jun-22,Healthcare,-2826
15-Jul-22,Healthcare,7042
31-Jul-22,Healthcare,6274
15-Aug-22,Healthcare,2270
31-Aug-22,Healthcare,9026
15-Sep-22,Healthcare,2605
30-Sep-22,Healthcare,3197
15-Oct-22,Healthcare,347
31-Oct-22,Healthcare,14427
15-Nov-22,Healthcare,-2344
30-Nov-22,Healthcare,3691
15-Dec-22,Healthcare,-5173
31-Dec-22,Healthcare,-4270
15-Jan-23,Healthcare,507
31-Jan-23,Healthcare,-5531
15-Feb-23,Healthcare,-636
28-Feb-23,Healthcare,-6913
15-Mar-23,Healthcare,-1445
31-Mar-23,Healthcare,2293
15-Apr-23,Healthcare,9077
30-Apr-23,Healthcare,2787
15-May-23,Healthcare,5893
31-May-23,Healthcare,7047
15-Jun-23,Healthcare,15654
30-Jun-23,Healthcare,9458
15-Jul-23,Healthcare,5566
31-Jul-23,Healthcare,13604
15-Aug-23,Healthcare,-2300
31-Aug-23,Healthcare,2665
15-Sep-23,Healthcare,5747
30-Sep-23,Healthcare,988
15-Oct-23,Healthcare,-2034
31-Oct-23,Healthcare,-11861
15-Nov-23,Healthcare,19059
30-Nov-23,Healthcare,15481
15-Dec-23,Healthcare,4860
31-Dec-23,Healthcare,11609
15-Jan-24,Healthcare,12319
31-Jan-24,Healthcare,12727
15-Feb-24,Healthcare,19279
29-Feb-24,Healthcare,-1772
15-Mar-24,Healthcare,-14699
31-Mar-24,Healthcare,16470
15-Apr-24,Healthcare,-2768
30-Apr-24,Healthcare,2329
15-May-24,Healthcare,-2825
31-May-24,Healthcare,-5119
15-Jun-24,Healthcare,28259
30-Jun-24,Healthcare,1533
15-Jul-24,Healthcare,17348
31-Jul-24,Healthcare,19715
15-Aug-24,Healthcare,5561
31-Aug-24,Healthcare,27750
15-Sep-24,Healthcare,12420
30-Sep-24,Healthcare,8661
15-Oct-24,Healthcare,2364
31-Oct-24,Healthcare,-5387
15-Nov-24,Healthcare,-15592
30-Nov-24,Healthcare,9503
15-Dec-24,Healthcare,10886
31-Dec-24,Healthcare,14948
15-Jan-25,Healthcare,-34855
31-Jan-25,Healthcare,-5861
15-Feb-25,Healthcare,-20406
28-Feb-25,Healthcare,-21581
15-Jan-20,Healthcare Equipment & Supplies,
31-Jan-20,Healthcare Equipment & Supplies,10
15-Feb-20,Healthcare Equipment & Supplies,6
29-Feb-20,Healthcare Equipment & Supplies,-7
15-Mar-20,Healthcare Equipment & Supplies,-10
31-Mar-20,Healthcare Equipment & Supplies,-12
15-Apr-20,Healthcare Equipment & Supplies,-1
30-Apr-20,Healthcare Equipment & Supplies,-6
15-May-20,Healthcare Equipment & Supplies,10
31-May-20,Healthcare Equipment & Supplies,4
15-Jun-20,Healthcare Equipment & Supplies,-1
30-Jun-20,Healthcare Equipment & Supplies,0
15-Jul-20,Healthcare Equipment & Supplies,12
31-Jul-20,Healthcare Equipment & Supplies,3
15-Aug-20,Healthcare Equipment & Supplies,0
31-Aug-20,Healthcare Equipment & Supplies,-1
15-Sep-20,Healthcare Equipment & Supplies,22
30-Sep-20,Healthcare Equipment & Supplies,14
15-Oct-20,Healthcare Equipment & Supplies,11
31-Oct-20,Healthcare Equipment & Supplies,-5
15-Nov-20,Healthcare Equipment & Supplies,20
30-Nov-20,Healthcare Equipment & Supplies,-1
15-Dec-20,Healthcare Equipment & Supplies,35
31-Dec-20,Healthcare Equipment & Supplies,-7
15-Jan-21,Healthcare Equipment & Supplies,-1
31-Jan-21,Healthcare Equipment & Supplies,15
15-Feb-21,Healthcare Equipment & Supplies,81
28-Feb-21,Healthcare Equipment & Supplies,501
15-Mar-21,Healthcare Equipment & Supplies,292
31-Mar-21,Healthcare Equipment & Supplies,-4
15-Apr-21,Healthcare Equipment & Supplies,90
30-Apr-21,Healthcare Equipment & Supplies,182
15-May-21,Healthcare Equipment & Supplies,55
31-May-21,Healthcare Equipment & Supplies,23
15-Jun-21,Healthcare Equipment & Supplies,-94
30-Jun-21,Healthcare Equipment & Supplies,139
15-Jul-21,Healthcare Equipment & Supplies,-35
31-Jul-21,Healthcare Equipment & Supplies,37
15-Aug-21,Healthcare Equipment & Supplies,-96
31-Aug-21,Healthcare Equipment & Supplies,89
15-Sep-21,Healthcare Equipment & Supplies,62
30-Sep-21,Healthcare Equipment & Supplies,-67
15-Oct-21,Healthcare Equipment & Supplies,141
31-Oct-21,Healthcare Equipment & Supplies,-107
15-Nov-21,Healthcare Equipment & Supplies,-13
30-Nov-21,Healthcare Equipment & Supplies,434
15-Dec-21,Healthcare Equipment & Supplies,-128
31-Dec-21,Healthcare Equipment & Supplies,122
31-Jan-22,Healthcare Equipment & Supplies,-83
15-Feb-22,Healthcare Equipment & Supplies,-242
28-Feb-22,Healthcare Equipment & Supplies,21
15-Mar-22,Healthcare Equipment & Supplies,48
31-Mar-22,Healthcare Equipment & Supplies,252
15-Apr-22,Healthcare Equipment & Supplies,-26
15-Jan-20,Healthcare Services,
31-Jan-20,Healthcare Services,1541
15-Feb-20,Healthcare Services,124
29-Feb-20,Healthcare Services,-192
15-Mar-20,Healthcare Services,-2550
31-Mar-20,Healthcare Services,-3870
15-Apr-20,Healthcare Services,1451
30-Apr-20,Healthcare Services,952
15-May-20,Healthcare Services,-520
31-May-20,Healthcare Services,58
15-Jun-20,Healthcare Services,593
30-Jun-20,Healthcare Services,-353
15-Jul-20,Healthcare Services,1880
31-Jul-20,Healthcare Services,1986
15-Aug-20,Healthcare Services,296
31-Aug-20,Healthcare Services,395
15-Sep-20,Healthcare Services,1432
30-Sep-20,Healthcare Services,3391
15-Oct-20,Healthcare Services,717
31-Oct-20,Healthcare Services,109
15-Nov-20,Healthcare Services,1773
30-Nov-20,Healthcare Services,2072
15-Dec-20,Healthcare Services,285
31-Dec-20,Healthcare Services,961
15-Jan-21,Healthcare Services,2517
31-Jan-21,Healthcare Services,547
15-Feb-21,Healthcare Services,5461
28-Feb-21,Healthcare Services,-934
15-Mar-21,Healthcare Services,797
31-Mar-21,Healthcare Services,792
15-Apr-21,Healthcare Services,2054
30-Apr-21,Healthcare Services,1421
15-May-21,Healthcare Services,-1321
31-May-21,Healthcare Services,806
15-Jun-21,Healthcare Services,2644
30-Jun-21,Healthcare Services,2965
15-Jul-21,Healthcare Services,2281
31-Jul-21,Healthcare Services,2889
15-Aug-21,Healthcare Services,513
31-Aug-21,Healthcare Services,9968
15-Sep-21,Healthcare Services,-82
30-Sep-21,Healthcare Services,-5790
15-Oct-21,Healthcare Services,-371
31-Oct-21,Healthcare Services,-1528
15-Nov-21,Healthcare Services,7626
30-Nov-21,Healthcare Services,6887
15-Dec-21,Healthcare Services,-4614
31-Dec-21,Healthcare Services,849
31-Jan-22,Healthcare Services,-11513
15-Feb-22,Healthcare Services,-144
28-Feb-22,Healthcare Services,-501
15-Mar-22,Healthcare Services,478
31-Mar-22,Healthcare Services,-1136
15-Apr-22,Healthcare Services,4511
15-Jan-20,"Hotels, Restaurants & Tourism",
31-Jan-20,"Hotels, Restaurants & Tourism",875
15-Feb-20,"Hotels, Restaurants & Tourism",-547
29-Feb-20,"Hotels, Restaurants & Tourism",-309
15-Mar-20,"Hotels, Restaurants & Tourism",-2204
31-Mar-20,"Hotels, Restaurants & Tourism",-2140
15-Apr-20,"Hotels, Restaurants & Tourism",-258
30-Apr-20,"Hotels, Restaurants & Tourism",799
15-May-20,"Hotels, Restaurants & Tourism",3
31-May-20,"Hotels, Restaurants & Tourism",371
15-Jun-20,"Hotels, Restaurants & Tourism",879
30-Jun-20,"Hotels, Restaurants & Tourism",-86
15-Jul-20,"Hotels, Restaurants & Tourism",-170
31-Jul-20,"Hotels, Restaurants & Tourism",15
15-Aug-20,"Hotels, Restaurants & Tourism",1272
31-Aug-20,"Hotels, Restaurants & Tourism",1477
15-Sep-20,"Hotels, Restaurants & Tourism",1502
30-Sep-20,"Hotels, Restaurants & Tourism",-214
15-Oct-20,"Hotels, Restaurants & Tourism",-290
31-Oct-20,"Hotels, Restaurants & Tourism",-459
15-Nov-20,"Hotels, Restaurants & Tourism",1854
30-Nov-20,"Hotels, Restaurants & Tourism",536
15-Dec-20,"Hotels, Restaurants & Tourism",3220
31-Dec-20,"Hotels, Restaurants & Tourism",1672
15-Jan-21,"Hotels, Restaurants & Tourism",-111
31-Jan-21,"Hotels, Restaurants & Tourism",-824
15-Feb-21,"Hotels, Restaurants & Tourism",2140
28-Feb-21,"Hotels, Restaurants & Tourism",841
15-Mar-21,"Hotels, Restaurants & Tourism",101
31-Mar-21,"Hotels, Restaurants & Tourism",-859
15-Apr-21,"Hotels, Restaurants & Tourism",-1416
30-Apr-21,"Hotels, Restaurants & Tourism",1557
15-May-21,"Hotels, Restaurants & Tourism",-460
31-May-21,"Hotels, Restaurants & Tourism",3050
15-Jun-21,"Hotels, Restaurants & Tourism",947
30-Jun-21,"Hotels, Restaurants & Tourism",-743
15-Jul-21,"Hotels, Restaurants & Tourism",754
31-Jul-21,"Hotels, Restaurants & Tourism",3796
15-Aug-21,"Hotels, Restaurants & Tourism",891
31-Aug-21,"Hotels, Restaurants & Tourism",1398
15-Sep-21,"Hotels, Restaurants & Tourism",2815
30-Sep-21,"Hotels, Restaurants & Tourism",313
15-Oct-21,"Hotels, Restaurants & Tourism",5517
31-Oct-21,"Hotels, Restaurants & Tourism",-8524
15-Nov-21,"Hotels, Restaurants & Tourism",4033
30-Nov-21,"Hotels, Restaurants & Tourism",-2267
15-Dec-21,"Hotels, Restaurants & Tourism",1818
31-Dec-21,"Hotels, Restaurants & Tourism",-1383
31-Jan-22,"Hotels, Restaurants & Tourism",-553
15-Feb-22,"Hotels, Restaurants & Tourism",-2440
28-Feb-22,"Hotels, Restaurants & Tourism",-1814
15-Mar-22,"Hotels, Restaurants & Tourism",-3038
31-Mar-22,"Hotels, Restaurants & Tourism",2416
15-Apr-22,"Hotels, Restaurants & Tourism",847
15-Jan-20,Household & Personal Products,
31-Jan-20,Household & Personal Products,-3883
15-Feb-20,Household & Personal Products,3189
29-Feb-20,Household & Personal Products,-5080
15-Mar-20,Household & Personal Products,-8449
31-Mar-20,Household & Personal Products,6045
15-Apr-20,Household & Personal Products,11279
30-Apr-20,Household & Personal Products,-6081
15-May-20,Household & Personal Products,12039
31-May-20,Household & Personal Products,2892
15-Jun-20,Household & Personal Products,-2237
30-Jun-20,Household & Personal Products,6224
15-Jul-20,Household & Personal Products,3642
31-Jul-20,Household & Personal Products,-1145
15-Aug-20,Household & Personal Products,-1292
31-Aug-20,Household & Personal Products,-4129
15-Sep-20,Household & Personal Products,2331
30-Sep-20,Household & Personal Products,-559
15-Oct-20,Household & Personal Products,1975
31-Oct-20,Household & Personal Products,-2467
15-Nov-20,Household & Personal Products,5482
30-Nov-20,Household & Personal Products,-1446
15-Dec-20,Household & Personal Products,10063
31-Dec-20,Household & Personal Products,4083
15-Jan-21,Household & Personal Products,1551
31-Jan-21,Household & Personal Products,-4521
15-Feb-21,Household & Personal Products,-2064
28-Feb-21,Household & Personal Products,-6022
15-Mar-21,Household & Personal Products,3848
31-Mar-21,Household & Personal Products,10800
15-Apr-21,Household & Personal Products,4081
30-Apr-21,Household & Personal Products,-5547
15-May-21,Household & Personal Products,7429
31-May-21,Household & Personal Products,541
15-Jun-21,Household & Personal Products,6758
30-Jun-21,Household & Personal Products,1570
15-Jul-21,Household & Personal Products,1679
31-Jul-21,Household & Personal Products,-854
15-Aug-21,Household & Personal Products,1285
31-Aug-21,Household & Personal Products,17671
15-Sep-21,Household & Personal Products,4902
30-Sep-21,Household & Personal Products,-6241
15-Oct-21,Household & Personal Products,-449
31-Oct-21,Household & Personal Products,-15164
15-Nov-21,Household & Personal Products,-1586
30-Nov-21,Household & Personal Products,-6341
15-Dec-21,Household & Personal Products,-3097
31-Dec-21,Household & Personal Products,2377
31-Jan-22,Household & Personal Products,-9278
15-Feb-22,Household & Personal Products,-660
28-Feb-22,Household & Personal Products,-5681
15-Mar-22,Household & Personal Products,-8217
31-Mar-22,Household & Personal Products,-1765
15-Apr-22,Household & Personal Products,6800
30-Apr-22,Information Technology,
15-May-22,Information Technology,-36095
31-May-22,Information Technology,-10744
15-Jun-22,Information Technology,-35694
30-Jun-22,Information Technology,935
15-Jul-22,Information Technology,-26766
31-Jul-22,Information Technology,39713
15-Aug-22,Information Technology,15906
31-Aug-22,Information Technology,-27625
15-Sep-22,Information Technology,-18390
30-Sep-22,Information Technology,-17377
15-Oct-22,Information Technology,15696
31-Oct-22,Information Technology,17024
15-Nov-22,Information Technology,22119
30-Nov-22,Information Technology,4066
15-Dec-22,Information Technology,-19689
31-Dec-22,Information Technology,-9803
15-Jan-23,Information Technology,2879
31-Jan-23,Information Technology,9000
15-Feb-23,Information Technology,22143
28-Feb-23,Information Technology,-27758
15-Mar-23,Information Technology,-20237
31-Mar-23,Information Technology,-1887
15-Apr-23,Information Technology,-5675
30-Apr-23,Information Technology,-21399
15-May-23,Information Technology,7560
31-May-23,Information Technology,18061
15-Jun-23,Information Technology,-10956
30-Jun-23,Information Technology,11956
15-Jul-23,Information Technology,24963
31-Jul-23,Information Technology,-15847
15-Aug-23,Information Technology,15520
31-Aug-23,Information Technology,6700
15-Sep-23,Information Technology,35619
30-Sep-23,Information Technology,-21995
15-Oct-23,Information Technology,999
31-Oct-23,Information Technology,-21539
15-Nov-23,Information Technology,12354
30-Nov-23,Information Technology,22772
15-Dec-23,Information Technology,53982
31-Dec-23,Information Technology,-2379
15-Jan-24,Information Technology,28437
31-Jan-24,Information Technology,-2152
15-Feb-24,Information Technology,27976
29-Feb-24,Information Technology,-3221
15-Mar-24,Information Technology,-6146
31-Mar-24,Information Technology,-58747
15-Apr-24,Information Technology,4066
30-Apr-24,Information Technology,-26631
15-May-24,Information Technology,-6587
31-May-24,Information Technology,-14230
15-Jun-24,Information Technology,32254
30-Jun-24,Information Technology,22893
15-Jul-24,Information Technology,48295
31-Jul-24,Information Technology,44007
15-Aug-24,Information Technology,-18528
31-Aug-24,Information Technology,53428
15-Sep-24,Information Technology,6872
30-Sep-24,Information Technology,-28645
15-Oct-24,Information Technology,9287
31-Oct-24,Information Technology,-45323
15-Nov-24,Information Technology,33359
30-Nov-24,Information Technology,13342
15-Dec-24,Information Technology,53675
31-Dec-24,Information Technology,-38499
15-Jan-25,Information Technology,-1615
31-Jan-25,Information Technology,-28954
15-Feb-25,Information Technology,-20257
28-Feb-25,Information Technology,-62862
15-Jan-20,Insurance,
31-Jan-20,Insurance,-1048
15-Feb-20,Insurance,-3274
29-Feb-20,Insurance,-2771
15-Mar-20,Insurance,-8983
31-Mar-20,Insurance,-6455
15-Apr-20,Insurance,3010
30-Apr-20,Insurance,5225
15-May-20,Insurance,-1298
31-May-20,Insurance,2921
15-Jun-20,Insurance,2335
30-Jun-20,Insurance,6898
15-Jul-20,Insurance,3739
31-Jul-20,Insurance,5180
15-Aug-20,Insurance,-3892
31-Aug-20,Insurance,-1927
15-Sep-20,Insurance,2827
30-Sep-20,Insurance,-3589
15-Oct-20,Insurance,-1604
31-Oct-20,Insurance,105
15-Nov-20,Insurance,5711
30-Nov-20,Insurance,3789
15-Dec-20,Insurance,3076
31-Dec-20,Insurance,4731
15-Jan-21,Insurance,3199
31-Jan-21,Insurance,-6280
15-Feb-21,Insurance,5029
28-Feb-21,Insurance,1
15-Mar-21,Insurance,2498
31-Mar-21,Insurance,819
15-Apr-21,Insurance,771
30-Apr-21,Insurance,961
15-May-21,Insurance,976
31-May-21,Insurance,-330
15-Jun-21,Insurance,4602
30-Jun-21,Insurance,3319
15-Jul-21,Insurance,6215
31-Jul-21,Insurance,-729
15-Aug-21,Insurance,99
31-Aug-21,Insurance,6104
15-Sep-21,Insurance,2792
30-Sep-21,Insurance,-2410
15-Oct-21,Insurance,-3500
31-Oct-21,Insurance,-3655
